,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
1014,-2,50700,STARFRUIT,4986,2,4985.0,22.0,,,4992,24,,,,,4989.0,-259.28125
1015,-2,50700,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,-86.0
1016,-2,50800,STARFRUIT,4991,1,4986.0,24.0,,,4993,24,,,,,4992.0,-253.6328125
1017,-2,50800,AMETHYSTS,10002,5,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10003.0,-86.0
1018,-2,50900,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-86.0
1019,-2,50900,STARFRUIT,4986,28,,,,,4991,4,4992.0,1.0,4993.0,27.0,4988.5,-256.8671875
1020,-2,51000,STARFRUIT,4986,28,,,,,4993,28,,,,,4989.5,-253.7109375
1021,-2,51000,AMETHYSTS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,-86.0
1022,-2,51100,STARFRUIT,4986,26,,,,,4992,1,4993.0,25.0,,,4989.0,-256.9453125
1023,-2,51100,AMETHYSTS,9998,6,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0,-86.0
1024,-2,51200,STARFRUIT,4986,2,4985.0,28.0,,,4992,30,,,,,4989.0,-261.328125
1025,-2,51200,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,-86.0
1026,-2,51300,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-86.0
1027,-2,51300,STARFRUIT,4985,25,,,,,4992,25,,,,,4988.5,-269.3984375
1028,-2,51400,STARFRUIT,4985,30,,,,,4992,30,,,,,4988.5,-263.1484375
1029,-2,51400,AMETHYSTS,9995,30,,,,,10002,3,10005.0,30.0,,,9998.5,-86.0
1030,-2,51500,STARFRUIT,4991,1,4985.0,30.0,,,4992,30,,,,,4991.5,-266.015625
1031,-2,51500,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,-86.0
1032,-2,51600,STARFRUIT,4988,5,4985.0,24.0,,,4992,24,,,,,4990.0,-269.9765625
1033,-2,51600,AMETHYSTS,10000,5,9996.0,2.0,9995.0,22.0,10002,1,10004.0,2.0,10005.0,22.0,10001.0,-86.0
1034,-2,51700,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,-86.0
1035,-2,51700,STARFRUIT,4984,20,,,,,4986,4,4991.0,20.0,,,4985.0,-278.0546875
1036,-2,51800,STARFRUIT,4985,25,,,,,4992,25,,,,,4988.5,-265.1328125
1037,-2,51800,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-86.0
1038,-2,51900,STARFRUIT,4990,4,4986.0,1.0,4985.0,23.0,4992,24,,,,,4991.0,-259.8359375
1039,-2,51900,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-86.0
1040,-2,52000,STARFRUIT,4985,29,,,,,4990,6,4992.0,29.0,,,4987.5,-260.8046875
1041,-2,52000,AMETHYSTS,9998,3,9995.0,29.0,,,10005,29,,,,,10001.5,-86.0
1042,-2,52100,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,-86.0
1043,-2,52100,STARFRUIT,4985,21,,,,,4992,21,,,,,4988.5,-265.78125
1044,-2,52200,STARFRUIT,4985,31,,,,,4991,2,4992.0,29.0,,,4988.0,-276.7421875
1045,-2,52200,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,-86.0
1046,-2,52300,AMETHYSTS,10002,1,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10003.0,-86.0
1047,-2,52300,STARFRUIT,4990,1,4985.0,28.0,,,4991,1,4992.0,27.0,,,4990.5,-274.671875
1048,-2,52400,AMETHYSTS,9998,3,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10001.0,-86.0
1049,-2,52400,STARFRUIT,4985,30,,,,,4991,1,4992.0,29.0,,,4988.0,-272.625
1050,-2,52500,AMETHYSTS,9996,1,9995.0,27.0,,,9998,1,10004.0,1.0,10005.0,27.0,9997.0,-86.0
1051,-2,52500,STARFRUIT,4990,1,4984.0,28.0,,,4991,28,,,,,4990.5,-282.7109375
1052,-2,52600,STARFRUIT,4985,23,,,,,4988,4,4991.0,1.0,4992.0,22.0,4986.5,-274.4140625
1053,-2,52600,AMETHYSTS,9998,1,9996.0,1.0,9995.0,22.0,10000,4,10004.0,1.0,10005.0,22.0,9999.0,-86.0
1054,-2,52700,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,-86.0
1055,-2,52700,STARFRUIT,4985,26,,,,,4992,27,,,,,4988.5,-268.875
1056,-2,52800,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,-86.0
1057,-2,52800,STARFRUIT,4985,26,,,,,4992,26,,,,,4988.5,-275.78125
1058,-2,52900,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,-86.0
1059,-2,52900,STARFRUIT,4984,30,,,,,4991,30,,,,,4987.5,-279.765625
1060,-2,53000,STARFRUIT,4984,21,,,,,4991,21,,,,,4987.5,-282.84375
1061,-2,53000,AMETHYSTS,10002,1,9996.0,1.0,9995.0,20.0,10004,1,10005.0,20.0,,,10003.0,-86.0
1062,-2,53100,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,-86.0
1063,-2,53100,STARFRUIT,4984,24,,,,,4991,24,,,,,4987.5,-281.7109375
1064,-2,53200,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-86.0
1065,-2,53200,STARFRUIT,4990,1,4984.0,31.0,,,4991,31,,,,,4990.5,-282.765625
1066,-2,53300,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,-86.0
1067,-2,53300,STARFRUIT,4984,29,,,,,4991,29,,,,,4987.5,-294.5
1068,-2,53400,STARFRUIT,4984,25,,,,,4991,25,,,,,4987.5,-283.96875
1069,-2,53400,AMETHYSTS,9998,6,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0,-86.0
1070,-2,53500,AMETHYSTS,9996,2,9995.0,21.0,,,10002,1,10004.0,2.0,10005.0,21.0,9999.0,-86.0
1071,-2,53500,STARFRUIT,4984,23,,,,,4991,23,,,,,4987.5,-281.71875
1072,-2,53600,AMETHYSTS,9995,24,,,,,9998,9,10005.0,24.0,,,9996.5,-86.0
1073,-2,53600,STARFRUIT,4985,24,,,,,4992,24,,,,,4988.5,-272.71875
1074,-2,53700,AMETHYSTS,9998,1,9995.0,30.0,,,10005,30,,,,,10001.5,-86.0
1075,-2,53700,STARFRUIT,4985,30,,,,,4992,30,,,,,4988.5,-263.7578125
1076,-2,53800,STARFRUIT,4985,30,,,,,4992,30,,,,,4988.5,-265.2578125
1077,-2,53800,AMETHYSTS,10002,3,9995.0,30.0,,,10005,30,,,,,10003.5,-86.0
1078,-2,53900,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,-86.0
1079,-2,53900,STARFRUIT,4986,2,4985.0,25.0,,,4992,27,,,,,4989.0,-262.8203125
1080,-2,54000,AMETHYSTS,9998,6,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10001.0,-86.0
1081,-2,54000,STARFRUIT,4986,31,,,,,4991,1,4992.0,1.0,4993.0,30.0,4988.5,-257.5703125
1082,-2,54100,AMETHYSTS,9998,2,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,-86.0
1083,-2,54100,STARFRUIT,4986,24,,,,,4991,2,4993.0,24.0,,,4988.5,-252.078125
1084,-2,54200,STARFRUIT,4986,28,,,,,4993,28,,,,,4989.5,-253.2578125
1085,-2,54200,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,-86.0
1086,-2,54300,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,-86.0
1087,-2,54300,STARFRUIT,4991,1,4986.0,25.0,,,4992,2,4993.0,23.0,,,4991.5,-257.703125
1088,-2,54400,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,-86.0
1089,-2,54400,STARFRUIT,4986,29,,,,,4993,29,,,,,4989.5,-257.4609375
1090,-2,54500,STARFRUIT,4986,1,4985.0,20.0,,,4992,21,,,,,4989.0,-263.2109375
1091,-2,54500,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,-86.0
1092,-2,54600,STARFRUIT,4985,27,,,,,4992,27,,,,,4988.5,-267.203125
1093,-2,54600,AMETHYSTS,10002,3,9995.0,27.0,,,10005,27,,,,,10003.5,-86.0
1094,-2,54700,STARFRUIT,4984,29,,,,,4986,4,4991.0,29.0,,,4985.0,-281.734375
1095,-2,54700,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-86.0
1096,-2,54800,AMETHYSTS,9998,8,9995.0,27.0,,,10005,27,,,,,10001.5,-86.0
1097,-2,54800,STARFRUIT,4984,27,,,,,4989,1,4991.0,27.0,,,4986.5,-281.15625
1098,-2,54900,STARFRUIT,4984,29,,,,,4991,29,,,,,4987.5,-288.515625
1099,-2,54900,AMETHYSTS,9996,1,9995.0,28.0,,,10002,3,10004.0,1.0,10005.0,28.0,9999.0,-86.0
1100,-2,55000,STARFRUIT,4985,6,4984.0,30.0,,,4990,2,4991.0,28.0,,,4987.5,-292.5
1101,-2,55000,AMETHYSTS,9996,2,9995.0,28.0,,,10002,8,10004.0,2.0,10005.0,28.0,9999.0,-86.0
1102,-2,55100,STARFRUIT,4985,8,4984.0,29.0,,,4991,29,,,,,4988.0,-292.8984375
1103,-2,55100,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,-86.0
1104,-2,55200,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,-86.0
1105,-2,55200,STARFRUIT,4984,23,,,,,4985,5,4989.0,8.0,4990.0,2.0,4984.5,-290.6640625
1106,-2,55300,STARFRUIT,4985,2,4984.0,27.0,,,4991,29,,,,,4988.0,-277.1640625
1107,-2,55300,AMETHYSTS,9996,2,9995.0,27.0,,,9998,1,10002.0,2.0,10004.0,2.0,9997.0,-86.0
1108,-2,55400,STARFRUIT,4986,2,4985.0,22.0,,,4991,1,4992.0,21.0,,,4988.5,-275.71875
1109,-2,55400,AMETHYSTS,9998,3,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10001.0,-86.0
1110,-2,55500,STARFRUIT,4990,1,4985.0,4.0,4984.0,25.0,4991,25,,,,,4990.5,-285.84375
1111,-2,55500,AMETHYSTS,9995,25,,,,,10002,9,10005.0,25.0,,,9998.5,-86.0
1112,-2,55600,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,-86.0
1113,-2,55600,STARFRUIT,4985,3,4984.0,26.0,,,4991,26,,,,,4988.0,-284.9296875
1114,-2,55700,STARFRUIT,4985,2,4984.0,23.0,,,4991,23,,,,,4988.0,-289.203125
1115,-2,55700,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,-86.0
1116,-2,55800,STARFRUIT,4984,27,,,,,4991,27,,,,,4987.5,-286.359375
1117,-2,55800,AMETHYSTS,9998,6,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10001.0,-86.0
1118,-2,55900,STARFRUIT,4984,22,,,,,4991,22,,,,,4987.5,-291.2734375
1119,-2,55900,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,-86.0
1120,-2,56000,AMETHYSTS,9996,2,9995.0,22.0,,,10002,10,10004.0,2.0,10005.0,22.0,9999.0,-86.0
1121,-2,56000,STARFRUIT,4984,2,4983.0,22.0,,,4985,3,4990.0,24.0,,,4984.5,-296.3515625
1122,-2,56100,STARFRUIT,4983,22,,,,,4990,22,,,,,4986.5,-300.03125
1123,-2,56100,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,-86.0
1124,-2,56200,STARFRUIT,4987,2,4983.0,30.0,,,4990,30,,,,,4988.5,-304.53125
1125,-2,56200,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,-86.0
1126,-2,56300,STARFRUIT,4983,8,4982.0,25.0,,,4989,27,,,,,4986.0,-317.59375
1127,-2,56300,AMETHYSTS,10002,1,9996.0,2.0,9995.0,25.0,10004,2,10005.0,25.0,,,10003.0,-86.0
1128,-2,56400,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-86.0
1129,-2,56400,STARFRUIT,4982,31,,,,,4989,31,,,,,4985.5,-322.390625
1130,-2,56500,STARFRUIT,4982,29,,,,,4989,29,,,,,4985.5,-322.5
1131,-2,56500,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-86.0
1132,-2,56600,STARFRUIT,4983,2,4982.0,29.0,,,4989,31,,,,,4986.0,-313.9296875
1133,-2,56600,AMETHYSTS,9996,2,9995.0,29.0,,,10002,4,10004.0,2.0,10005.0,29.0,9999.0,-86.0
1134,-2,56700,STARFRUIT,4987,6,4983.0,2.0,4982.0,24.0,4989,26,,,,,4988.0,-316.0390625
1135,-2,56700,AMETHYSTS,9998,3,9996.0,2.0,9995.0,24.0,10000,2,10004.0,2.0,10005.0,24.0,9999.0,-86.0
1136,-2,56800,AMETHYSTS,10002,1,9998.0,10.0,9996.0,2.0,10004,2,10005.0,22.0,,,10003.0,-86.0
1137,-2,56800,STARFRUIT,4982,24,,,,,4989,24,,,,,4985.5,-318.7109375
1138,-2,56900,STARFRUIT,4983,4,4982.0,20.0,,,4989,22,,,,,4986.0,-314.578125
1139,-2,56900,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,-86.0
1140,-2,57000,STARFRUIT,4983,28,,,,,4988,8,4989.0,1.0,4990.0,27.0,4985.5,-310.7421875
1141,-2,57000,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-86.0
1142,-2,57100,STARFRUIT,4984,2,4983.0,25.0,,,4990,27,,,,,4987.0,-299.3125
1143,-2,57100,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,-86.0
1144,-2,57200,AMETHYSTS,10002,2,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10003.0,-86.0
1145,-2,57200,STARFRUIT,4989,1,4984.0,27.0,,,4990,27,,,,,4989.5,-295.140625
1146,-2,57300,STARFRUIT,4984,1,4983.0,26.0,,,4990,27,,,,,4987.0,-295.296875
1147,-2,57300,AMETHYSTS,9996,1,9995.0,26.0,,,10002,9,10004.0,1.0,10005.0,26.0,9999.0,-86.0
1148,-2,57400,STARFRUIT,4984,24,,,,,4989,2,4991.0,24.0,,,4986.5,-285.734375
1149,-2,57400,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,-86.0
1150,-2,57500,STARFRUIT,4989,5,4986.0,5.0,4985.0,25.0,4991,2,4992.0,23.0,,,4990.0,-274.8125
1151,-2,57500,AMETHYSTS,9998,5,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0,-86.0
1152,-2,57600,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,-86.0
1153,-2,57600,STARFRUIT,4984,24,,,,,4991,24,,,,,4987.5,-278.234375
1154,-2,57700,STARFRUIT,4985,29,,,,,4991,29,,,,,4988.0,-277.1171875
1155,-2,57700,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,-86.0
1156,-2,57800,STARFRUIT,4984,31,,,,,4991,31,,,,,4987.5,-289.1484375
1157,-2,57800,AMETHYSTS,9998,1,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,-86.0
1158,-2,57900,STARFRUIT,4984,27,,,,,4987,6,4989.0,5.0,4990.0,2.0,4985.5,-291.765625
1159,-2,57900,AMETHYSTS,9996,2,9995.0,25.0,,,9998,1,10000.0,6.0,10004.0,2.0,9997.0,-86.0
1160,-2,58000,AMETHYSTS,9996,1,9995.0,24.0,,,9998,4,10004.0,1.0,10005.0,24.0,9997.0,-86.0
1161,-2,58000,STARFRUIT,4984,5,4983.0,24.0,,,4990,25,,,,,4987.0,-298.1015625
1162,-2,58100,STARFRUIT,4983,23,,,,,4990,23,,,,,4986.5,-299.6484375
1163,-2,58100,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,-86.0
1164,-2,58200,STARFRUIT,4983,31,,,,,4990,31,,,,,4986.5,-303.1015625
1165,-2,58200,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-86.0
1166,-2,58300,STARFRUIT,4983,29,,,,,4990,29,,,,,4986.5,-304.3046875
1167,-2,58300,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,-86.0
1168,-2,58400,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,-86.0
1169,-2,58400,STARFRUIT,4983,23,,,,,4988,1,4990.0,23.0,,,4985.5,-305.0625
1170,-2,58500,STARFRUIT,4983,21,,,,,4990,21,,,,,4986.5,-301.546875
1171,-2,58500,AMETHYSTS,9995,21,,,,,10002,1,10005.0,21.0,,,9998.5,-86.0
1172,-2,58600,STARFRUIT,4983,25,,,,,4988,7,4990.0,25.0,,,4985.5,-299.90625
1173,-2,58600,AMETHYSTS,10002,1,9995.0,25.0,,,10005,25,,,,,10003.5,-86.0
1174,-2,58700,STARFRUIT,4984,2,4983.0,32.0,,,4990,32,,,,,4987.0,-303.9375
1175,-2,58700,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,-86.0
1176,-2,58800,STARFRUIT,4982,29,,,,,4989,29,,,,,4985.5,-313.171875
1177,-2,58800,AMETHYSTS,9995,29,,,,,10002,1,10005.0,29.0,,,9998.5,-86.0
1178,-2,58900,STARFRUIT,4983,25,,,,,4990,25,,,,,4986.5,-304.359375
1179,-2,58900,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-86.0
1180,-2,59000,STARFRUIT,4984,22,,,,,4990,2,4991.0,20.0,,,4987.0,-294.234375
1181,-2,59000,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,-86.0
1182,-2,59100,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,-86.0
1183,-2,59100,STARFRUIT,4984,7,4983.0,27.0,,,4990,27,,,,,4987.0,-297.5
1184,-2,59200,STARFRUIT,4984,31,,,,,4990,2,4991.0,29.0,,,4987.0,-293.5
1185,-2,59200,AMETHYSTS,9998,4,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,-86.0
1186,-2,59300,STARFRUIT,4983,26,,,,,4988,2,4990.0,27.0,,,4985.5,-304.4296875
1187,-2,59300,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,-86.0
1188,-2,59400,STARFRUIT,4983,1,4982.0,21.0,,,4989,22,,,,,4986.0,-315.609375
1189,-2,59400,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,-86.0
1190,-2,59500,AMETHYSTS,10002,5,9995.0,23.0,,,10005,23,,,,,10003.5,-86.0
1191,-2,59500,STARFRUIT,4982,23,,,,,4989,23,,,,,4985.5,-317.5625
1192,-2,59600,STARFRUIT,4983,29,,,,,4990,29,,,,,4986.5,-307.046875
1193,-2,59600,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-86.0
1194,-2,59700,STARFRUIT,4982,21,,,,,4989,21,,,,,4985.5,-314.546875
1195,-2,59700,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,-86.0
1196,-2,59800,STARFRUIT,4982,25,,,,,4989,25,,,,,4985.5,-320.5234375
1197,-2,59800,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-86.0
1198,-2,59900,AMETHYSTS,9996,1,9995.0,23.0,,,10002,6,10004.0,1.0,10005.0,23.0,9999.0,-86.0
1199,-2,59900,STARFRUIT,4983,24,,,,,4989,1,4990.0,23.0,,,4986.0,-309.046875
1200,-2,60000,STARFRUIT,4982,22,,,,,4989,22,,,,,4985.5,-322.59375
1201,-2,60000,AMETHYSTS,9998,3,9995.0,22.0,,,10005,22,,,,,10001.5,-86.0
1202,-2,60100,STARFRUIT,4982,27,,,,,4989,27,,,,,4985.5,-317.9921875
1203,-2,60100,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,-86.0
1204,-2,60200,STARFRUIT,4987,3,4982.0,25.0,,,4989,25,,,,,4988.0,-314.5234375
1205,-2,60200,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,-86.0
1206,-2,60300,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-86.0
1207,-2,60300,STARFRUIT,4983,1,4982.0,27.0,,,4989,28,,,,,4986.0,-316.0078125
1208,-2,60400,STARFRUIT,4983,1,4982.0,20.0,,,4989,21,,,,,4986.0,-314.671875
1209,-2,60400,AMETHYSTS,9996,1,9995.0,20.0,,,9998,1,10004.0,1.0,10005.0,20.0,9997.0,-86.0
1210,-2,60500,STARFRUIT,4984,1,4983.0,23.0,,,4990,24,,,,,4987.0,-295.9375
1211,-2,60500,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-86.0
1212,-2,60600,STARFRUIT,4984,2,4983.0,24.0,,,4990,24,,,,,4987.0,-304.0078125
1213,-2,60600,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,-86.0
1214,-2,60700,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,-86.0
1215,-2,60700,STARFRUIT,4983,22,,,,,4988,5,4990.0,22.0,,,4985.5,-306.265625
1216,-2,60800,STARFRUIT,4983,31,,,,,4990,32,,,,,4986.5,-307.9921875
1217,-2,60800,AMETHYSTS,10002,10,9996.0,2.0,9995.0,30.0,10004,2,10005.0,30.0,,,10003.0,-86.0
1218,-2,60900,STARFRUIT,4983,31,,,,,4984,3,4987.0,4.0,4989.0,31.0,4983.5,-312.9375
1219,-2,60900,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,-86.0
1220,-2,61000,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,-86.0
1221,-2,61000,STARFRUIT,4982,28,,,,,4989,28,,,,,4985.5,-322.546875
1222,-2,61100,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,-86.0
1223,-2,61100,STARFRUIT,4983,29,,,,,4988,3,4990.0,29.0,,,4985.5,-311.1640625
1224,-2,61200,STARFRUIT,4983,22,,,,,4986,2,4989.0,1.0,4990.0,21.0,4984.5,-309.609375
1225,-2,61200,AMETHYSTS,9998,9,9996.0,1.0,9995.0,21.0,10000,2,10004.0,1.0,10005.0,21.0,9999.0,-86.0
1226,-2,61300,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,-86.0
1227,-2,61300,STARFRUIT,4982,23,,,,,4989,23,,,,,4985.5,-322.1953125
1228,-2,61400,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-86.0
1229,-2,61400,STARFRUIT,4982,31,,,,,4988,1,4989.0,30.0,,,4985.0,-327.2265625
1230,-2,61500,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-86.0
1231,-2,61500,STARFRUIT,4982,29,,,,,4989,29,,,,,4985.5,-324.34375
1232,-2,61600,STARFRUIT,4982,30,,,,,4987,5,4989.0,30.0,,,4984.5,-321.46875
1233,-2,61600,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,-86.0
1234,-2,61700,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,-86.0
1235,-2,61700,STARFRUIT,4981,26,,,,,4986,7,4988.0,27.0,,,4983.5,-331.7890625
1236,-2,61800,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,-86.0
1237,-2,61800,STARFRUIT,4981,20,,,,,4988,20,,,,,4984.5,-332.4609375
1238,-2,61900,AMETHYSTS,9995,26,,,,,9998,1,10005.0,26.0,,,9996.5,-86.0
1239,-2,61900,STARFRUIT,4982,26,,,,,4989,26,,,,,4985.5,-330.6015625
1240,-2,62000,STARFRUIT,4987,1,4982.0,20.0,,,4989,20,,,,,4988.0,-327.8203125
1241,-2,62000,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,-86.0
1242,-2,62100,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,-86.0
1243,-2,62100,STARFRUIT,4982,25,,,,,4989,25,,,,,4985.5,-325.0078125
1244,-2,62200,AMETHYSTS,9995,25,,,,,10002,3,10005.0,25.0,,,9998.5,-86.0
1245,-2,62200,STARFRUIT,4981,25,,,,,4988,25,,,,,4984.5,-338.0546875
1246,-2,62300,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,-86.0
1247,-2,62300,STARFRUIT,4982,22,,,,,4989,22,,,,,4985.5,-324.8671875
1248,-2,62400,STARFRUIT,4982,25,,,,,4987,8,4989.0,25.0,,,4984.5,-323.375
1249,-2,62400,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,-86.0
1250,-2,62500,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-86.0
1251,-2,62500,STARFRUIT,4984,2,4983.0,24.0,,,4989,1,4990.0,23.0,,,4986.5,-310.46875
1252,-2,62600,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,-86.0
1253,-2,62600,STARFRUIT,4984,29,,,,,4991,29,,,,,4987.5,-290.0078125
1254,-2,62700,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,-86.0
1255,-2,62700,STARFRUIT,4984,26,,,,,4990,2,4991.0,24.0,,,4987.0,-291.171875
1256,-2,62800,STARFRUIT,4983,26,,,,,4984,1,4988.0,1.0,4990.0,26.0,4983.5,-300.0078125
1257,-2,62800,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,-86.0
1258,-2,62900,AMETHYSTS,9996,2,9995.0,27.0,,,9998,4,10004.0,2.0,10005.0,27.0,9997.0,-86.0
1259,-2,62900,STARFRUIT,4984,29,,,,,4989,1,4990.0,2.0,4991.0,27.0,4986.5,-293.84375
1260,-2,63000,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,-86.0
1261,-2,63000,STARFRUIT,4983,29,,,,,4988,4,4990.0,29.0,,,4985.5,-295.1484375
1262,-2,63100,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,-86.0
1263,-2,63100,STARFRUIT,4984,1,4983.0,24.0,,,4990,26,,,,,4987.0,-298.390625
1264,-2,63200,STARFRUIT,4983,28,,,,,4990,28,,,,,4986.5,-305.796875
1265,-2,63200,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,-86.0
1266,-2,63300,STARFRUIT,4984,32,,,,,4990,2,4991.0,30.0,,,4987.0,-293.7421875
